no2,n2_2019,ZEV_2019_pct,ZEV_2013_pct,ZCTA,pop,medin_g,pct_cll,pct_hgh,pct_wht,mdn_ncm,pct_pvr,pct_wn_,mdn_hm_,pct_aut,p__2013,pct_pb_,pct_wfh,D1C5_IN,D3A,D4C,NtWlkIn
-0.5846693239662955,8.660581313503817,11.502058152644135,6.333303515520172,90066,59167,38.1,54.6,88.3,63.2,83899,6.9,36.4,1121400,73.5,72,6.3,7.1,0.719865515722239,29.199703306681673,12.98678750511931,15.089882817905723
-1.51328494563211,8.605797799310064,14.258327342439491,9.658617818484597,90067,2428,66.4,68.7,98.9,74.8,118393,1.4,79.6,1146700,65.2,72.2,1.2,20.4,3.496075076059799,24.16650578616098,40.92869078966851,15.342553974634159
-1.5806360346991912,10.155685901099737,15.073460456392624,9.782303370786517,90068,21092,42.5,65.7,96.4,80.3,88535,1.8,49.5,1228400,71.6,70.5,4.5,16.5,0.08784869026268,19.461659710233263,16.302586910436627,11.066398343821911
-2.046205960071191,9.219503105960595,11.987096774193548,7.811877241929055,90069,20230,42.9,67.5,98.7,80.7,93380,2.3,36.2,846700,73.4,70.8,1.9,14,1.170931992382793,23.264587235760313,11.802586878396705,13.062921870321587
-2.0185759622942676,7.025917662232034,14.888064826260127,9.062776304155614,90077,8382,48.5,79.2,96.2,82.4,209531,2.8,86.1,2000001,76.6,76.5,0.3,14.7,0.045464957414113,9.682931166748572,4.513473892799847,7.465148225088221
-1.5110621492462517,13.558653892351273,7.782101167315175,5.729166666666666,90089,3786,19.1,42.9,100,51,33594.55886379543,100,0,515240.47053968156,8.8,30.8,6.2,5.2,0.036938925279284,51.60251036402989,82.4687183132288,16.75002674888994
-0.7076147771968042,9.540487413151226,14.458015267175572,8.050402520126006,90094,9827,36.2,81.5,99.2,55.9,155417,3.6,39.2,1030600,74.3,82.4,0.6,12.9,3.16855681590784,25.432646748425192,36.66946865195651,16.166549369938007
-3.1656197465959384,14.872305158451516,1.9362500430277787,0.6141973194511039,90201,101965,29.8,6.5,51.5,79.4,44046,23.6,22.6,406800,74.6,69.7,6.8,1.9,1.444645185809088,20.27171474740418,6.245741714705365,13.367290454986465
-2.004540190991131,8.020227704617099,11.553697183098592,7.445127304653204,90210,19314,49.2,65.6,95.4,86.3,147270,2.8,73.8,2000001,77.2,70,1,13.7,0.223791860390129,14.242086215872597,3.17882993924318,8.708518499927289
-1.6725801931427764,9.348085398064827,10.23812401788952,6.263297872340426,90211,8019,42.2,63,96,77.1,86437,5.2,30.2,1722200,72.4,69.2,4,11.4,2.136018702401973,24.06746044513838,19.22723008873225,16.877944110566162
-1.676142358968784,8.889266314496215,11.174493226036468,8.04719889444031,90212,13314,41.1,64.3,98.3,81.1,95080,11,27.2,2000001,64.5,66.9,2.3,13.4,0.983652223881468,25.220410130774244,23.260975902720755,16.5422002133016
-0.8707381379949801,12.320944858782044,1.8691310180354748,0.5374171650234363,90220,52817,31.7,10.5,65.2,32.7,57074,16.9,59.5,330800,77.6,69.5,5.4,3,3.438882202723078,19.92668629849773,19.04421146920872,11.431097442303114
-1.171615444925859,13.02738398757531,1.5889212827988337,0.4469406320452478,90221,51688,31,6,56.9,37.8,51377,18.2,51,364100,76.6,69.6,4.9,2.2,2.294889942104513,21.634104023435242,14.026226037036128,12.0710071086826
-1.2418764227317176,12.463018479640871,1.8159048215403883,0.4586169831601577,90222,33200,29.1,8.9,61.7,40.2,49894,20.6,48.8,352800,76.4,66.1,3,4.4,1.112687496134823,22.708260282776816,6.279091733097776,13.173708161278418
-0.6917895441402511,9.598866577930995,10.653639389026367,5.652362793840807,90230,32687,40.4,51.2,88,60,85524,8.4,54.2,769700,79.9,71.3,4.4,5.2,0.745909640718849,23.95203669523134,17.922605144794424,15.043290496001928
-0.9083535361104964,9.129653243180414,12.322864009281512,6.553257297506282,90232,14780,40.4,58.6,94.3,65,90467,2.3,36.3,1125200,74.6,81.4,5.2,6.6,2.606169516608516,22.955483549938112,22.04874675579626,14.893279028051422
-3.790431986859325,14.191663491821824,4.61133069828722,1.9185566355377677,90240,26413,38.2,26.1,79.2,67.2,86383,4.9,63.9,612400,81.2,81.3,1.8,3.1,0.268931002070649,24.319230052536827,3.915730218146678,13.690326868210384
-3.426063321881138,13.885599759017566,4.077220077220077,1.635088535007168,90241,43215,36,24.2,80.9,62.6,72715,8.9,42.9,582300,78,81.5,2.8,4.1,1.070432883803003,21.827852343937874,4.975002219046156,13.869958086934474
-2.7756658476645537,13.575035615824854,3.5493983213671756,1.3444166419271386,90242,42694,34.1,20.9,78.5,55.9,71233,7.6,48.8,513900,79.5,80.7,2.9,3.4,0.771208504161158,21.471058131717488,6.381617365403424,13.975234231821487
-0.756404391679375,8.952631995043298,9.082282770774027,5.173486852341683,90245,16731,37.3,58.4,97.1,71.8,109577,4.1,43.5,1094300,79.6,81.6,1.4,6.7,7.698237062159527,13.783337565221006,24.252636659805287,9.656151762283972
-1.2600584546660958,10.237434847090656,4.641426463058342,1.8609722170006389,90247,48293,38,22.5,78.6,25.8,55561,14.5,38.5,455900,75.2,80.1,3.8,3.2,2.249342941560562,25.242851105454395,1.625680291604361,13.143455430533516
-0.9728478673174035,10.626570232321766,5.9564073656520105,3.8201943844492443,90248,11607,43,27.1,82.5,31.3,61448,8.4,67.4,490700,84.6,80.8,1.9,3.2,5.687832362741648,19.798092870370198,10.49924021244795,12.610033581891459
-1.1834034961377338,9.92817227743382,4.243301955104997,1.5998540057181094,90249,26429,41.2,23.9,78.2,28.8,60669,8.5,57.2,487900,76.9,81.6,3.6,3,2.786390871248516,22.006531102117144,6.095732714434242,13.643587896570143
-0.8913092656093564,9.929042892582476,4.819106395037627,1.815479776679921,90250,97072,33.5,22.5,77.9,37.6,56304,11.6,31.1,567900,75.4,76.6,5.2,2.6,2.322759530707487,23.23580637716682,11.85971364313652,13.670474874199256
-1.1069314038874145,6.979717330338292,12.022182610417904,6.897568165070007,90254,19539,39.3,75.7,97.4,84.6,136702,2.6,47.4,1542900,75.6,79.7,1.2,12.5,0.736354260513511,39.50402901012685,4.165647616685612,17.225796229175206
-2.4015569475650267,14.782533322133702,2.1424883840991225,0.6301693580149665,90255,75019,32.6,7.1,47.6,68.4,44962,20.2,33.2,411700,67.7,63.2,7.9,2.8,1.082082922799128,21.815155261813594,12.963717634348868,13.834143831224662
-1.01343673384366,8.605158486591382,4.232604873147451,1.6039968445963713,90260,34827,35.9,22.6,75,44.1,65340,9.1,40.3,541000,78.9,77.2,3.5,3.3,0.662195299322845,25.49831411846547,10.958090543530332,15.069805880948408
-1.9598537310902504,13.401987540462084,1.8620062066873555,0.5350519851644676,90262,70536,30,7.7,56.6,59.3,52313,16.4,45.9,399100,75.2,73.6,5.1,1.9,0.65236669559393,26.068173004895943,9.186143740846763,13.598100486399218
0.43975764084731406,3.084815070286627,5.507246376811594,1.7857142857142856,90263,1838,19.8,93.9,100,58.7,152378,1.9,78,2000001,12.4,21.2,5.4,14.8,0.006754369019495,3.626975756398638,2,5.000000034834391
-0.5253420566602078,2.223512629259514,13.150310935841045,8.998926874137666,90265,17954,50.9,66.6,97.5,88.5,152378,1.9,78,2000001,67.6,66.5,1.5,17.5,0.018044092920058,3.852234506523527,0.886494790369883,6.824441412276481
-0.9107870167453544,7.78845164884528,14.786216850081182,8.247948808542379,90266,35500,44,75.2,98,78.2,153023,2,69.6,2000001,78.2,80.2,0.9,10.6,0.486449839462514,35.30091520746485,3.039687371082938,15.427341460290323
-3.2500081284092577,15.641435115017574,2.115477338476374,0.592,90270,27287,30.1,5.7,49.5,73.7,44124,21.6,26.1,387000,72.6,66.7,6.7,2.3,1.774664942549744,24.484111210182114,4.93852809843814,14.687828379166634
-1.1845646210947658,5.036161021739217,17.194187880153187,11.700934579439252,90272,21629,47.7,78.3,98.3,87.7,192500,2.3,79.1,2000001,75.9,73.6,0.8,16.5,0.041333939044862,6.588489104412213,2.424108554357657,8.451824989069218
-1.0663901265084519,5.265721569924804,12.47664798505471,7.248708199278542,90274,25061,51.7,72.5,99,68.9,169919,4.1,87.3,1655300,82.4,80.5,0.4,10,0.083954899682295,13.925517629676236,1.497873402446959,11.010050113604619
-1.0366125526202907,4.834745618383744,12.244720099933184,6.229957242116515,90275,42146,50,67.6,97.5,56.1,138293,2.6,78.1,1155900,78.9,80.7,1,9.7,0.061289701395548,14.974152953020129,2.83473995587574,10.919700172781626
-1.2502192936191854,6.542634678102524,10.048473268938189,5.224835973755801,90277,34827,43.6,62.5,97,75.1,106185,2.4,46.3,1089500,77.9,79.3,1.8,11.6,0.460535905497291,26.780703166294856,7.53752718624806,15.560001482675402
-1.2170627862670953,7.711622886135852,10.742383527050215,4.894660030685177,90278,40252,39.7,58.3,96.3,68.2,116783,1.6,58.6,881900,79,82.5,1.4,7.4,3.008830134587243,25.313346824727233,8.487522929144397,13.688567797989199
-2.3645174326228915,13.88140714553006,2.2952419682797887,0.7275683789192795,90280,94642,31.9,9.4,56.7,62.9,52321,15.4,42.9,408200,71.5,73.7,5.8,2.7,2.055018384516461,21.305084702278652,8.243602928651645,13.676263056105531
-1.1231636140993824,3.429229196272711,17.700626067159934,11.851363236587511,90290,5681,45.5,70.9,98.1,88.7,129772,1.7,72.2,1036300,70.3,75.9,1.8,10.9,0.018427293138056,4.443540865438266,0.841191365023432,7.138757025683947
0.0473732181773574,7.956874713732947,14.193148523777326,9.561083086913666,90291,26950,38.5,66.4,94.3,82.1,99652,5.8,34.3,1650000,60.4,65.3,3.5,14.1,0.636356787521531,39.839821299509374,21.186206019170235,16.827714358727277
-0.13984146077332404,8.361900362112348,12.193288590604027,7.194855617568551,90292,23549,39.6,70.5,97.8,74.7,114726,11,31,978900,69.6,73.4,1.5,13,2.094688371085287,30.420371968318758,15.799652173214682,16.90938939511017
-0.3832284716613845,8.690526227456843,11.657810839532413,6.44290576223448,90293,12728,37.9,72.4,98.4,69.5,105865,3.3,48.7,800400,82.3,84.2,0.6,9.1,5.047002451227196,13.74240237063398,43.637014612406276,12.327441665092643
-0.7347956535741407,11.42546968446655,3.2647922786403694,0.8319827120475418,90301,38234,35.4,14.3,70.6,31.4,47464,14,25.4,437400,70.5,69.2,7.7,3.9,2.563609715010685,25.61045793854822,12.238786407274013,15.258983117242693
-0.7200741414928551,11.404996321921695,4.266304347826087,1.2854181064270906,90302,30017,34.9,29.3,81,28.7,51850,18.3,28.9,484800,73.3,74.6,5.8,3.9,2.181122209272986,22.95710838592716,9.03497108731075,13.603958881098103
-0.9367653884913238,11.336639513236495,2.4031387935262383,0.6578947368421052,90303,24374,33.4,14.4,69.8,31.6,55897,12.6,40.6,468900,69.3,70.5,6,3.4,0.654630574211185,24.53071716216421,11.781435773662402,14.033467712278107
-0.7140299105961088,10.799610842139353,2.3231562481895605,0.5347185088992438,90304,25946,30.2,10.3,53.2,47.8,49120,18.3,30.8,472600,65.5,66.1,6.5,2.7,0.569613431263674,27.05915962354117,12.470798808288684,14.006747826215959
-0.9726882562959247,11.901654822912821,4.325936975573373,1.3390345448407786,90305,15042,46.2,33.1,92.5,7.8,80165,8.7,64.2,537800,79.7,79.8,3.5,2.7,0.024733296653931,24.072690112583388,12.363217582316821,13.698575945190811
0.12719732052558097,7.384196819130858,14.240134340890009,7.3185988323602995,90401,7111,37.2,70,96.3,75.8,82681,5.3,6.8,1079500,59.5,64.9,5,13.9,2.900691060669709,33.681550265691506,103.22185023269344,19.14653826501128
-0.20476179599319,7.051488488148617,18.63376251788269,13.472083748753738,90402,11882,48.6,77.3,98.9,85.1,154583,2.8,68.5,2000001,70.8,72,1.2,18.5,0.091780300114045,21.51133473320937,8.478392738386669,13.68660290949425
-0.24551278990960945,7.322959680062173,14.38038060715904,9.125315391084946,90403,23902,41.3,74.6,98.6,80.1,107420,2.6,23.7,1246500,64.6,75,3.7,13.9,0.392237470657479,24.439792870000197,18.317060441746,15.968635608991145
-0.3018366366017071,7.67697086999089,11.109587162254835,6.282214088294615,90404,22929,37.4,54.8,89.4,65.5,78542,6,22.8,834400,64.9,67.6,5.7,9,3.352422191030857,25.41117546412541,33.9104745061011,16.83639904899925
-0.02734622460399372,7.818314653463739,15.107400997658557,10.124363118391496,90405,28156,40.2,67.9,94.5,78.1,95674,6.1,34.2,1460400,67.6,73.9,3.6,10.6,1.037475095741748,24.625650534995586,23.905050929676275,16.063673834792628
-0.9220541446063564,8.609711289028267,7.1645398841981,3.686071341057864,90501,41975,37.7,35,85.2,35.8,71712,13.4,45.6,645400,78.4,79.2,3.5,4.5,3.648839971313554,19.629941471421805,5.028960626707408,13.568275010966122
-0.6349833543188534,9.626119922461017,5.630760368663594,2.278525556435295,90502,17778,42.7,35.7,83,32,73826,7.1,68.4,459900,81.4,77.9,1.3,2.3,2.329664823238971,22.345878444074703,6.360337666974048,14.298019478556322
-1.358144379340728,7.483781132492875,8.727399165507649,8.450149186511286,90503,44605,41.2,54.6,95.2,45.3,93063,5.6,50.9,798800,81.2,80.9,1.7,5,1.63407077902625,23.93801182160191,7.255990256693003,15.208612274490982
-1.25703014255863,8.775508107556682,8.083507630335426,3.2734187531126904,90504,33410,41.4,42.2,91.7,39.5,90210,5,62.2,633500,80.7,81.4,2,4.8,1.207395829434819,20.13576023752182,7.866144654646045,13.16514337562076
-0.9271362231703044,7.028797966060355,8.934754565822526,4.523893527774511,90505,37220,41.9,56.6,95.7,50,99764,3.6,56.6,863300,82.7,81,2,6.3,2.344914741139198,20.78831806870687,8.184432029847343,14.658407650758226
-5.804550669756882,13.848182720218126,5.082230740694942,2.349685534591195,90601,32053,39,27.7,87.6,51,76732,5.4,59.1,550700,84,81,1.2,4.2,0.672788794103601,14.02869827003539,3.761416265337024,10.924657515125952
-5.799755613853851,12.754521003463935,3.7216135153332925,1.7265735363365249,90602,25581,33.1,19.2,82.1,41.9,55216,12.2,39.7,548800,77.8,77.4,2.2,3.7,0.357576081850941,15.955158744188703,1.01471005120046,9.681818697728973
