estimate,value,method,samples,i
stabilized,true,sipw,1668,64
ψ,1.5066884608403885,onestep,1668,64
σ2,0.00046410687318837837,onestep,1668,64
σ2net,0.0005615505224171636,onestep,1668,64
σ2boot,NaN,onestep,1668,64
ψ,1.5039504742760337,tmle,1668,64
σ2,0.0004663336123874144,tmle,1668,64
σ2net,0.0005676288140624103,tmle,1668,64
σ2boot,NaN,tmle,1668,64
ψ,1.4799224447798234,plugin_iid,1668,64
σ2boot,NaN,plugin_iid,1668,64
ψ,1.441986378206435,ipw_iid,1668,64
σ2,0.0007560930401036427,ipw_iid,1668,64
σ2net,0.0007560930401036422,ipw_iid,1668,64
σ2boot,NaN,ipw_iid,1668,64
stabilized,false,ipw_iid,1668,64
ψ,1.45629094016327,sipw_iid,1668,64
σ2,0.0004424311510223212,sipw_iid,1668,64
σ2net,0.00044243115102232113,sipw_iid,1668,64
σ2boot,NaN,sipw_iid,1668,64
stabilized,true,sipw_iid,1668,64
ψ,1.473670163682951,onestep_iid,1668,64
σ2,0.0004546639985184988,onestep_iid,1668,64
σ2net,0.00045466399851849874,onestep_iid,1668,64
σ2boot,NaN,onestep_iid,1668,64
ψ,1.4798579434389858,tmle_iid,1668,64
σ2,0.0004322730593761602,tmle_iid,1668,64
σ2net,0.00043227305937615997,tmle_iid,1668,64
σ2boot,NaN,tmle_iid,1668,64
ψ,1.479930841998653,ols,1668,64
σ2,0.0017234416734906756,ols,1668,64
σ2net,0.0017234416734906756,ols,1668,64
ψ,1.5216146478679435,plugin,1668,65
σ2boot,NaN,plugin,1668,65
ψ,1.4816631276213827,ipw,1668,65
σ2,0.0006103336125433989,ipw,1668,65
σ2net,0.0008087126518149806,ipw,1668,65
σ2boot,NaN,ipw,1668,65
stabilized,false,ipw,1668,65
ψ,1.4965706169041058,sipw,1668,65
σ2,0.00043503753619576226,sipw,1668,65
σ2net,0.0005651765141071143,sipw,1668,65
σ2boot,NaN,sipw,1668,65
stabilized,true,sipw,1668,65
ψ,1.5113913002185977,onestep,1668,65
σ2,0.00043801117206414085,onestep,1668,65
σ2net,0.0005334882446937768,onestep,1668,65
σ2boot,NaN,onestep,1668,65
ψ,1.5148853244068645,tmle,1668,65
σ2,0.000430136211324816,tmle,1668,65
σ2net,0.0005462785581896204,tmle,1668,65
σ2boot,NaN,tmle,1668,65
ψ,1.5000791497830837,plugin_iid,1668,65
σ2boot,NaN,plugin_iid,1668,65
ψ,1.4803360816726807,ipw_iid,1668,65
σ2,0.0006434342454119413,ipw_iid,1668,65
σ2net,0.0006434342454119421,ipw_iid,1668,65
σ2boot,NaN,ipw_iid,1668,65
stabilized,false,ipw_iid,1668,65
ψ,1.4799990264098142,sipw_iid,1668,65
σ2,0.00042957958118533453,sipw_iid,1668,65
σ2net,0.0004295795811853348,sipw_iid,1668,65
σ2boot,NaN,sipw_iid,1668,65
stabilized,true,sipw_iid,1668,65
ψ,1.5030469100536885,onestep_iid,1668,65
σ2,0.0004308639174973528,onestep_iid,1668,65
σ2net,0.00043086391749735226,onestep_iid,1668,65
σ2boot,NaN,onestep_iid,1668,65
ψ,1.5090798073143594,tmle_iid,1668,65
σ2,0.0004524208445668704,tmle_iid,1668,65
σ2net,0.0004524208445668712,tmle_iid,1668,65
σ2boot,NaN,tmle_iid,1668,65
ψ,1.5000373292959954,ols,1668,65
σ2,0.0017221507406664151,ols,1668,65
σ2net,0.0017221507406664151,ols,1668,65
ψ,1.5048491910127613,plugin,1668,66
σ2boot,NaN,plugin,1668,66
ψ,1.46964243321446,ipw,1668,66
σ2,0.0006567585272172113,ipw,1668,66
σ2net,0.0008968222622448714,ipw,1668,66
σ2boot,NaN,ipw,1668,66
stabilized,false,ipw,1668,66
ψ,1.465413731937986,sipw,1668,66
σ2,0.0004574583589546201,sipw,1668,66
σ2net,0.0006565498221620999,sipw,1668,66
σ2boot,NaN,sipw,1668,66
stabilized,true,sipw,1668,66
ψ,1.5069523020060545,onestep,1668,66
σ2,0.00045637760173352634,onestep,1668,66
σ2net,0.0006650664503504428,onestep,1668,66
σ2boot,NaN,onestep,1668,66
ψ,1.503032456685623,tmle,1668,66
σ2,0.0004449613295356224,tmle,1668,66
σ2net,0.0006439089293387357,tmle,1668,66
σ2boot,NaN,tmle,1668,66
ψ,1.4841412194185646,plugin_iid,1668,66
σ2boot,NaN,plugin_iid,1668,66
ψ,1.4578006009670914,ipw_iid,1668,66
σ2,0.0006106856671072369,ipw_iid,1668,66
σ2net,0.000610685667107237,ipw_iid,1668,66
σ2boot,NaN,ipw_iid,1668,66
stabilized,false,ipw_iid,1668,66
ψ,1.4585834170626348,sipw_iid,1668,66
σ2,0.00045088679629253647,sipw_iid,1668,66
σ2net,0.0004508867962925365,sipw_iid,1668,66
σ2boot,NaN,sipw_iid,1668,66
stabilized,true,sipw_iid,1668,66
ψ,1.4784916621982835,onestep_iid,1668,66
σ2,0.00045448701462930195,onestep_iid,1668,66
σ2net,0.0004544870146293026,onestep_iid,1668,66
σ2boot,NaN,onestep_iid,1668,66
ψ,1.4818113553574737,tmle_iid,1668,66
σ2,0.00046149425154546275,tmle_iid,1668,66
σ2net,0.00046149425154546307,tmle_iid,1668,66
σ2boot,NaN,tmle_iid,1668,66
ψ,1.4839454691277663,ols,1668,66
σ2,0.0017378257624417613,ols,1668,66
σ2net,0.0017378257624417613,ols,1668,66
ψ,1.4796459644484958,plugin,1668,67
σ2boot,NaN,plugin,1668,67
ψ,1.4323402039376092,ipw,1668,67
σ2,0.0010041997237986743,ipw,1668,67
σ2net,0.0017968067051943276,ipw,1668,67
σ2boot,NaN,ipw,1668,67
stabilized,false,ipw,1668,67
ψ,1.4256255158736704,sipw,1668,67
σ2,0.0004097069567624824,sipw,1668,67
σ2net,0.0005113197219600196,sipw,1668,67
σ2boot,NaN,sipw,1668,67
stabilized,true,sipw,1668,67
ψ,1.4879715656861576,onestep,1668,67
σ2,0.0004401911708899679,onestep,1668,67
σ2net,0.0005094109606829332,onestep,1668,67
σ2boot,NaN,onestep,1668,67
ψ,1.4741147196232773,tmle,1668,67
σ2,0.0004199407334945319,tmle,1668,67
σ2net,0.00048008745419908885,tmle,1668,67
σ2boot,NaN,tmle,1668,67
ψ,1.4594789776985815,plugin_iid,1668,67
σ2boot,NaN,plugin_iid,1668,67
ψ,1.4380953420653881,ipw_iid,1668,67
σ2,0.0005594016016566763,ipw_iid,1668,67
σ2net,0.000559401601656676,ipw_iid,1668,67
σ2boot,NaN,ipw_iid,1668,67
stabilized,false,ipw_iid,1668,67
ψ,1.4390400928835942,sipw_iid,1668,67
σ2,0.0003994460810533094,sipw_iid,1668,67
σ2net,0.0003994460810533095,sipw_iid,1668,67
σ2boot,NaN,sipw_iid,1668,67
stabilized,true,sipw_iid,1668,67
ψ,1.4556187350712373,onestep_iid,1668,67
σ2,0.0004013895530355709,onestep_iid,1668,67
σ2net,0.0004013895530355707,onestep_iid,1668,67
σ2boot,NaN,onestep_iid,1668,67
ψ,1.4527561790969878,tmle_iid,1668,67
σ2,0.0004114026226404668,tmle_iid,1668,67
σ2net,0.0004114026226404666,tmle_iid,1668,67
σ2boot,NaN,tmle_iid,1668,67
ψ,1.4593875003976908,ols,1668,67
σ2,0.0016945733473524621,ols,1668,67
σ2net,0.0016945733473524621,ols,1668,67
ψ,1.4852065986536649,plugin,1668,68
σ2boot,NaN,plugin,1668,68
ψ,1.4340784257728,ipw,1668,68
σ2,0.0006338136945405822,ipw,1668,68
σ2net,0.0007438567970429403,ipw,1668,68
σ2boot,NaN,ipw,1668,68
stabilized,false,ipw,1668,68
ψ,1.449999191349477,sipw,1668,68
σ2,0.00043856993246954253,sipw,1668,68
σ2net,0.0006328197927718855,sipw,1668,68
σ2boot,NaN,sipw,1668,68
stabilized,true,sipw,1668,68
ψ,1.4886256667724647,onestep,1668,68
σ2,0.0004255476078096528,onestep,1668,68
σ2net,0.0005530860664006477,onestep,1668,68
σ2boot,NaN,onestep,1668,68
ψ,1.4925677959965242,tmle,1668,68
σ2,0.0004280762666548702,tmle,1668,68
σ2net,0.0005465627149420376,tmle,1668,68
σ2boot,NaN,tmle,1668,68
ψ,1.4641690505379839,plugin_iid,1668,68
σ2boot,NaN,plugin_iid,1668,68
ψ,1.4475286797172247,ipw_iid,1668,68
σ2,0.0005565112940785679,ipw_iid,1668,68
σ2net,0.000556511294078569,ipw_iid,1668,68
σ2boot,NaN,ipw_iid,1668,68
stabilized,false,ipw_iid,1668,68
ψ,1.4431672842128125,sipw_iid,1668,68
σ2,0.00042588006604238495,sipw_iid,1668,68
σ2net,0.0004258800660423852,sipw_iid,1668,68
σ2boot,NaN,sipw_iid,1668,68
stabilized,true,sipw_iid,1668,68
ψ,1.47226983750202,onestep_iid,1668,68
σ2,0.00040541654999632997,onestep_iid,1668,68
σ2net,0.00040541654999633084,onestep_iid,1668,68
σ2boot,NaN,onestep_iid,1668,68
ψ,1.4702332018828845,tmle_iid,1668,68
σ2,0.000421779999780896,tmle_iid,1668,68
σ2net,0.0004217799997808956,tmle_iid,1668,68
σ2boot,NaN,tmle_iid,1668,68
ψ,1.4640339710305064,ols,1668,68
σ2,0.001633348061287502,ols,1668,68
σ2net,0.001633348061287502,ols,1668,68
ψ,1.4895048889277935,plugin,1668,69
σ2boot,NaN,plugin,1668,69
ψ,1.4441135917784858,ipw,1668,69
σ2,0.0004968923398478458,ipw,1668,69
σ2net,0.0005681065875800164,ipw,1668,69
σ2boot,NaN,ipw,1668,69
stabilized,false,ipw,1668,69
ψ,1.4438027750600906,sipw,1668,69
σ2,0.0003971707606534366,sipw,1668,69
σ2net,0.0004605522892675164,sipw,1668,69
σ2boot,NaN,sipw,1668,69
stabilized,true,sipw,1668,69
ψ,1.4935801830195268,onestep,1668,69
σ2,0.00041895054724812314,onestep,1668,69
σ2net,0.0004570288450863804,onestep,1668,69
σ2boot,NaN,onestep,1668,69
ψ,1.4951930263800377,tmle,1668,69
σ2,0.0004214797896777711,tmle,1668,69
σ2net,0.00046001551721811803,tmle,1668,69
σ2boot,NaN,tmle,1668,69
ψ,1.4668059570382976,plugin_iid,1668,69
σ2boot,NaN,plugin_iid,1668,69
ψ,1.4327284838898406,ipw_iid,1668,69
σ2,0.0005504839617584743,ipw_iid,1668,69
σ2net,0.000550483961758474,ipw_iid,1668,69
σ2boot,NaN,ipw_iid,1668,69
stabilized,false,ipw_iid,1668,69
ψ,1.4397593074818982,sipw_iid,1668,69
σ2,0.00041714023064518164,sipw_iid,1668,69
σ2net,0.00041714023064518164,sipw_iid,1668,69
σ2boot,NaN,sipw_iid,1668,69
stabilized,true,sipw_iid,1668,69
ψ,1.4669819016955323,onestep_iid,1668,69
σ2,0.00040347612294911004,onestep_iid,1668,69
σ2net,0.00040347612294910955,onestep_iid,1668,69
σ2boot,NaN,onestep_iid,1668,69
ψ,1.4619371104268124,tmle_iid,1668,69
σ2,0.0004035451440312912,tmle_iid,1668,69
σ2net,0.00040354514403129183,tmle_iid,1668,69
σ2boot,NaN,tmle_iid,1668,69
ψ,1.4666649755847672,ols,1668,69
σ2,0.001610993661959971,ols,1668,69
σ2net,0.001610993661959971,ols,1668,69
ψ,1.4821257649743167,plugin,1668,70
σ2boot,NaN,plugin,1668,70
ψ,1.4158930688449058,ipw,1668,70
σ2,0.0007828050705964516,ipw,1668,70
σ2net,0.0010433576629191137,ipw,1668,70
σ2boot,NaN,ipw,1668,70
stabilized,false,ipw,1668,70
ψ,1.4411897342824946,sipw,1668,70
σ2,0.00041082065062752354,sipw,1668,70
σ2net,0.0005731222523280196,sipw,1668,70
σ2boot,NaN,sipw,1668,70
stabilized,true,sipw,1668,70
ψ,1.4852361385950392,onestep,1668,70
σ2,0.00040581530479890185,onestep,1668,70
σ2net,0.0005510003345718133,onestep,1668,70
σ2boot,NaN,onestep,1668,70
ψ,1.4875208660403734,tmle,1668,70
σ2,0.0004091719940970731,tmle,1668,70
σ2net,0.0005482991773076083,tmle,1668,70
σ2boot,NaN,tmle,1668,70
ψ,1.4596850013244027,plugin_iid,1668,70
σ2boot,NaN,plugin_iid,1668,70
ψ,1.440774002183902,ipw_iid,1668,70
σ2,0.0005080598760404426,ipw_iid,1668,70
σ2net,0.0005080598760404416,ipw_iid,1668,70
σ2boot,NaN,ipw_iid,1668,70
stabilized,false,ipw_iid,1668,70
ψ,1.4421526180784197,sipw_iid,1668,70
σ2,0.000438891876701614,sipw_iid,1668,70
σ2net,0.0004388918767016143,sipw_iid,1668,70
σ2boot,NaN,sipw_iid,1668,70
stabilized,true,sipw_iid,1668,70
ψ,1.4592470510124531,onestep_iid,1668,70
σ2,0.0003749463739510122,onestep_iid,1668,70
σ2net,0.0003749463739510123,onestep_iid,1668,70
σ2boot,NaN,onestep_iid,1668,70
ψ,1.4549496511674087,tmle_iid,1668,70
σ2,0.00038328246120973174,tmle_iid,1668,70
σ2net,0.00038328246120973125,tmle_iid,1668,70
σ2boot,NaN,tmle_iid,1668,70
ψ,1.459485217821493,ols,1668,70
σ2,0.0015866838747727531,ols,1668,70
σ2net,0.0015866838747727531,ols,1668,70
ψ,1.4955772205101232,plugin,1668,71
σ2boot,NaN,plugin,1668,71
ψ,1.4533888280718705,ipw,1668,71
σ2,0.000642217234619936,ipw,1668,71
σ2net,0.0007540016669555808,ipw,1668,71
σ2boot,NaN,ipw,1668,71
stabilized,false,ipw,1668,71
ψ,1.4440726965322284,sipw,1668,71
σ2,0.00039095050843206673,sipw,1668,71
σ2net,0.0005016712035042603,sipw,1668,71
σ2boot,NaN,sipw,1668,71
stabilized,true,sipw,1668,71
ψ,1.4960834495128723,onestep,1668,71
σ2,0.0004134458936010385,onestep,1668,71
σ2net,0.0005127824271153713,onestep,1668,71
σ2boot,NaN,onestep,1668,71
ψ,1.496116449220533,tmle,1668,71
σ2,0.00040861567424921275,tmle,1668,71
σ2net,0.0005033943045731949,tmle,1668,71
σ2boot,NaN,tmle,1668,71
ψ,1.470446614407005,plugin_iid,1668,71
σ2boot,NaN,plugin_iid,1668,71
ψ,1.4549827509604296,ipw_iid,1668,71
σ2,0.0005494106236733417,ipw_iid,1668,71
σ2net,0.0005494106236733426,ipw_iid,1668,71
σ2boot,NaN,ipw_iid,1668,71
stabilized,false,ipw_iid,1668,71
ψ,1.446323454584855,sipw_iid,1668,71
σ2,0.000389296722782263,sipw_iid,1668,71
σ2net,0.0003892967227822631,sipw_iid,1668,71
σ2boot,NaN,sipw_iid,1668,71
stabilized,true,sipw_iid,1668,71
ψ,1.4667178433048786,onestep_iid,1668,71
σ2,0.0004137943481907187,onestep_iid,1668,71
σ2net,0.0004137943481907184,onestep_iid,1668,71
σ2boot,NaN,onestep_iid,1668,71
ψ,1.4691208903961774,tmle_iid,1668,71
σ2,0.0003897619538594345,tmle_iid,1668,71
σ2net,0.0003897619538594338,tmle_iid,1668,71
σ2boot,NaN,tmle_iid,1668,71
ψ,1.4704208191779131,ols,1668,71
σ2,0.001658532164022457,ols,1668,71
σ2net,0.001658532164022457,ols,1668,71
ψ,1.4740717511889863,plugin,1668,72
σ2boot,NaN,plugin,1668,72
ψ,1.424198464805796,ipw,1668,72
σ2,0.0005373218619790337,ipw,1668,72
σ2net,0.0007061034925590888,ipw,1668,72
σ2boot,NaN,ipw,1668,72
stabilized,false,ipw,1668,72
ψ,1.4359501873116094,sipw,1668,72
σ2,0.00042160412364678656,sipw,1668,72
σ2net,0.0005268335480456775,sipw,1668,72
σ2boot,NaN,sipw,1668,72
stabilized,true,sipw,1668,72
ψ,1.4714317927187204,onestep,1668,72
σ2,0.0004243414982843531,onestep,1668,72
σ2net,0.0005300846235341399,onestep,1668,72
σ2boot,NaN,onestep,1668,72
ψ,1.4757515444399574,tmle,1668,72
σ2,0.0004307903150781677,tmle,1668,72
σ2net,0.0005249092606371899,tmle,1668,72
σ2boot,NaN,tmle,1668,72
ψ,1.4531233349163715,plugin_iid,1668,72
σ2boot,NaN,plugin_iid,1668,72
ψ,1.4316984299327922,ipw_iid,1668,72
σ2,0.0005289660832748459,ipw_iid,1668,72
σ2net,0.0005289660832748453,ipw_iid,1668,72
σ2boot,NaN,ipw_iid,1668,72
stabilized,false,ipw_iid,1668,72
ψ,1.4305028499975985,sipw_iid,1668,72
σ2,0.00041646406918294867,sipw_iid,1668,72
σ2net,0.0004164640691829487,sipw_iid,1668,72
σ2boot,NaN,sipw_iid,1668,72
stabilized,true,sipw_iid,1668,72
ψ,1.4557115017012983,onestep_iid,1668,72
σ2,0.00041224150328895997,onestep_iid,1668,72
σ2net,0.00041224150328896013,onestep_iid,1668,72
σ2boot,NaN,onestep_iid,1668,72
ψ,1.4499277453260841,tmle_iid,1668,72
σ2,0.0004214799771796727,tmle_iid,1668,72
σ2net,0.0004214799771796731,tmle_iid,1668,72
σ2boot,NaN,tmle_iid,1668,72
ψ,1.453106456152007,ols,1668,72
σ2,0.0016835863038525284,ols,1668,72
σ2net,0.0016835863038525284,ols,1668,72
ψ,1.5188514169399578,plugin,1668,73
σ2boot,NaN,plugin,1668,73
ψ,1.4753496383703768,ipw,1668,73
σ2,0.0005370954131479773,ipw,1668,73
σ2net,0.0006417346854531703,ipw,1668,73
σ2boot,NaN,ipw,1668,73
stabilized,false,ipw,1668,73
ψ,1.468708726958945,sipw,1668,73
σ2,0.00040308106448647314,sipw,1668,73
σ2net,0.0005178381712755552,sipw,1668,73
σ2boot,NaN,sipw,1668,73
stabilized,true,sipw,1668,73
ψ,1.5176594243689092,onestep,1668,73
σ2,0.0004289358325634465,onestep,1668,73
σ2net,0.0005099204393985697,onestep,1668,73
σ2boot,NaN,onestep,1668,73
ψ,1.5180300494396652,tmle,1668,73
σ2,0.00043036756710612396,tmle,1668,73
σ2net,0.0005365628052537068,tmle,1668,73
σ2boot,NaN,tmle,1668,73
ψ,1.5018480869680386,plugin_iid,1668,73
σ2boot,NaN,plugin_iid,1668,73
ψ,1.4642304915263604,ipw_iid,1668,73
σ2,0.0007423893020188501,ipw_iid,1668,73
σ2net,0.0007423893020188499,ipw_iid,1668,73
σ2boot,NaN,ipw_iid,1668,73
stabilized,false,ipw_iid,1668,73
ψ,1.4830268682805894,sipw_iid,1668,73
σ2,0.00044018324262045354,sipw_iid,1668,73
σ2net,0.0004401832426204532,sipw_iid,1668,73
σ2boot,NaN,sipw_iid,1668,73
stabilized,true,sipw_iid,1668,73
ψ,1.5048159097074252,onestep_iid,1668,73
σ2,0.0004188935376813502,onestep_iid,1668,73
σ2net,0.00041889353768134984,onestep_iid,1668,73
σ2boot,NaN,onestep_iid,1668,73
ψ,1.5004597838478753,tmle_iid,1668,73
σ2,0.000408937348212496,tmle_iid,1668,73
σ2net,0.00040893734821249655,tmle_iid,1668,73
σ2boot,NaN,tmle_iid,1668,73
ψ,1.5017683752814743,ols,1668,73
σ2,0.0016829541718391,ols,1668,73
σ2net,0.0016829541718391,ols,1668,73
ψ,1.503092940113649,plugin,1668,74
σ2boot,NaN,plugin,1668,74
ψ,1.4527059562896774,ipw,1668,74
σ2,0.0007540802132152318,ipw,1668,74
σ2net,0.0010242290353777164,ipw,1668,74
σ2boot,NaN,ipw,1668,74
stabilized,false,ipw,1668,74
ψ,1.4585636543819036,sipw,1668,74
σ2,0.0004514964944917122,sipw,1668,74
σ2net,0.0006649952428880434,sipw,1668,74
σ2boot,NaN,sipw,1668,74
stabilized,true,sipw,1668,74
ψ,1.5045724996496834,onestep,1668,74
σ2,0.00045796529630752665,onestep,1668,74
σ2net,0.0006700550791308948,onestep,1668,74
σ2boot,NaN,onestep,1668,74
ψ,1.5042021617614612,tmle,1668,74
σ2,0.00045345051015355795,tmle,1668,74
σ2net,0.0006616690995269411,tmle,1668,74
σ2boot,NaN,tmle,1668,74
ψ,1.4791917260722824,plugin_iid,1668,74
σ2boot,NaN,plugin_iid,1668,74
ψ,1.4467604094519824,ipw_iid,1668,74
σ2,0.0006415070485901043,ipw_iid,1668,74
σ2net,0.0006415070485901029,ipw_iid,1668,74
σ2boot,NaN,ipw_iid,1668,74
stabilized,false,ipw_iid,1668,74
ψ,1.454347672175712,sipw_iid,1668,74
σ2,0.00044578586361275073,sipw_iid,1668,74
σ2net,0.00044578586361275057,sipw_iid,1668,74
σ2boot,NaN,sipw_iid,1668,74
stabilized,true,sipw_iid,1668,74
ψ,1.4884608867379352,onestep_iid,1668,74
σ2,0.00042047172957399156,onestep_iid,1668,74
σ2net,0.00042047172957399085,onestep_iid,1668,74
σ2boot,NaN,onestep_iid,1668,74
ψ,1.4719495888966225,tmle_iid,1668,74
σ2,0.0004381039036709225,tmle_iid,1668,74
σ2net,0.000438103903670923,tmle_iid,1668,74
σ2boot,NaN,tmle_iid,1668,74
ψ,1.479056410858474,ols,1668,74
σ2,0.0016853913658157545,ols,1668,74
σ2net,0.0016853913658157545,ols,1668,74
ψ,1.5055871895382682,plugin,1668,75
σ2boot,NaN,plugin,1668,75
ψ,1.44623618717436,ipw,1668,75
σ2,0.0006080991849878349,ipw,1668,75
σ2net,0.0008014230060177995,ipw,1668,75
σ2boot,NaN,ipw,1668,75
stabilized,false,ipw,1668,75
ψ,1.4656704552322037,sipw,1668,75
σ2,0.0004435560422680369,sipw,1668,75
σ2net,0.0006485911704438078,sipw,1668,75
σ2boot,NaN,sipw,1668,75
stabilized,true,sipw,1668,75
ψ,1.5089412000939812,onestep,1668,75
σ2,0.00048762104521472876,onestep,1668,75
σ2net,0.0006673245789572792,onestep,1668,75
σ2boot,NaN,onestep,1668,75
ψ,1.5007380589911044,tmle,1668,75
σ2,0.00046804595932920467,tmle,1668,75
σ2net,0.00068892117457033,tmle,1668,75
σ2boot,NaN,tmle,1668,75
ψ,1.4803862692377752,plugin_iid,1668,75
σ2boot,NaN,plugin_iid,1668,75
ψ,1.4456090245690059,ipw_iid,1668,75
σ2,0.00057892512353119,ipw_iid,1668,75
σ2net,0.0005789251235311891,ipw_iid,1668,75
σ2boot,NaN,ipw_iid,1668,75
stabilized,false,ipw_iid,1668,75
ψ,1.464828275546334,sipw_iid,1668,75
σ2,0.0004954078799600209,sipw_iid,1668,75
σ2net,0.0004954078799600199,sipw_iid,1668,75
σ2boot,NaN,sipw_iid,1668,75
stabilized,true,sipw_iid,1668,75
ψ,1.484601813671816,onestep_iid,1668,75
σ2,0.000484292031560639,onestep_iid,1668,75
σ2net,0.000484292031560639,onestep_iid,1668,75
σ2boot,NaN,onestep_iid,1668,75
ψ,1.4683726425257526,tmle_iid,1668,75
σ2,0.00044141854725600305,tmle_iid,1668,75
σ2net,0.00044141854725600295,tmle_iid,1668,75
σ2boot,NaN,tmle_iid,1668,75
ψ,1.4803400647491856,ols,1668,75
σ2,0.0017378888610122439,ols,1668,75
σ2net,0.0017378888610122439,ols,1668,75
ψ,1.4871114503798484,plugin,1668,76
σ2boot,NaN,plugin,1668,76
ψ,1.4576639735166663,ipw,1668,76
σ2,0.0006139254379501615,ipw,1668,76
σ2net,0.0007500182289886288,ipw,1668,76
σ2boot,NaN,ipw,1668,76
stabilized,false,ipw,1668,76
ψ,1.4488551308880124,sipw,1668,76
σ2,0.00042206811548741336,sipw,1668,76
σ2net,0.0005201353274476806,sipw,1668,76
σ2boot,NaN,sipw,1668,76
stabilized,true,sipw,1668,76
ψ,1.488012155392812,onestep,1668,76
σ2,0.00040680970197008064,onestep,1668,76
σ2net,0.000467368458625385,onestep,1668,76
σ2boot,NaN,onestep,1668,76
ψ,1.487864321267896,tmle,1668,76
σ2,0.00040359870505020737,tmle,1668,76
σ2net,0.00046006450035870563,tmle,1668,76
σ2boot,NaN,tmle,1668,76
ψ,1.4663901212428463,plugin_iid,1668,76
σ2boot,NaN,plugin_iid,1668,76
ψ,1.430882324539587,ipw_iid,1668,76
σ2,0.0006073555319687382,ipw_iid,1668,76
σ2net,0.0006073555319687377,ipw_iid,1668,76
σ2boot,NaN,ipw_iid,1668,76
stabilized,false,ipw_iid,1668,76
ψ,1.4322403697625725,sipw_iid,1668,76
σ2,0.0003946545768822574,sipw_iid,1668,76
σ2net,0.0003946545768822569,sipw_iid,1668,76
σ2boot,NaN,sipw_iid,1668,76
stabilized,true,sipw_iid,1668,76
ψ,1.468617223091502,onestep_iid,1668,76
σ2,0.0003860891575021367,onestep_iid,1668,76
σ2net,0.000386089157502136,onestep_iid,1668,76
σ2boot,NaN,onestep_iid,1668,76
ψ,1.4645643767390697,tmle_iid,1668,76
σ2,0.00039095781224756103,tmle_iid,1668,76
σ2net,0.00039095781224756114,tmle_iid,1668,76
σ2boot,NaN,tmle_iid,1668,76
ψ,1.466321577092899,ols,1668,76
σ2,0.0016292293970766123,ols,1668,76
σ2net,0.0016292293970766123,ols,1668,76
ψ,1.4827779501326814,plugin,1668,77
σ2boot,NaN,plugin,1668,77
ψ,1.4379878751638513,ipw,1668,77
σ2,0.0006886429776961412,ipw,1668,77
σ2net,0.0009819273996702024,ipw,1668,77
σ2boot,NaN,ipw,1668,77
stabilized,false,ipw,1668,77
ψ,1.4451057367577453,sipw,1668,77
σ2,0.0004353584960147989,sipw,1668,77
σ2net,0.000600984949083441,sipw,1668,77
σ2boot,NaN,sipw,1668,77
stabilized,true,sipw,1668,77
ψ,1.4862716403288248,onestep,1668,77
σ2,0.00042883437851263395,onestep,1668,77
σ2net,0.0005502062668506868,onestep,1668,77
σ2boot,NaN,onestep,1668,77
ψ,1.4843024451867948,tmle,1668,77
σ2,0.0004475559322868281,tmle,1668,77
σ2net,0.0005888218819013845,tmle,1668,77
σ2boot,NaN,tmle,1668,77
ψ,1.4602045156635233,plugin_iid,1668,77
σ2boot,NaN,plugin_iid,1668,77
ψ,1.4446842630881715,ipw_iid,1668,77
σ2,0.0006921285849237903,ipw_iid,1668,77
σ2net,0.0006921285849237895,ipw_iid,1668,77
σ2boot,NaN,ipw_iid,1668,77
stabilized,false,ipw_iid,1668,77
ψ,1.4530650065487336,sipw_iid,1668,77
σ2,0.0004259440799507616,sipw_iid,1668,77
σ2net,0.0004259440799507616,sipw_iid,1668,77
σ2boot,NaN,sipw_iid,1668,77
stabilized,true,sipw_iid,1668,77
ψ,1.4649824852245146,onestep_iid,1668,77
σ2,0.0004166331683290514,onestep_iid,1668,77
σ2net,0.00041663316832905097,onestep_iid,1668,77
σ2boot,NaN,onestep_iid,1668,77
ψ,1.463054503975002,tmle_iid,1668,77
σ2,0.00041856810103364035,tmle_iid,1668,77
σ2net,0.00041856810103364024,tmle_iid,1668,77
σ2boot,NaN,tmle_iid,1668,77
ψ,1.4601530386845833,ols,1668,77
σ2,0.0016677367375283502,ols,1668,77
σ2net,0.0016677367375283502,ols,1668,77
ψ,1.5207822886291726,plugin,1668,78
σ2boot,NaN,plugin,1668,78
ψ,1.4792506871604418,ipw,1668,78
σ2,0.0006196873297747127,ipw,1668,78
σ2net,0.0007616529045573844,ipw,1668,78
σ2boot,NaN,ipw,1668,78
stabilized,false,ipw,1668,78
ψ,1.4733407241224397,sipw,1668,78
σ2,0.00044814838503729723,sipw,1668,78
σ2net,0.0005901312446647699,sipw,1668,78
σ2boot,NaN,sipw,1668,78
stabilized,true,sipw,1668,78
ψ,1.520963881848113,onestep,1668,78
σ2,0.0004408769804772075,onestep,1668,78
σ2net,0.0005801484529583783,onestep,1668,78
